,date,totalCases,deaths,suspects,recovered,tests,vaccinated,vaccinated_second,activeCases,newVaccinated,newVaccinated_second
15528,2021-09-18,425960,13712,833.0,365626.0,1027782.0,2457350.0,1259313.0,46622.0,9571.0,49277.0
15556,2021-09-19,425994,13713,833.0,365626.0,1027782.0,2457946.0,1261610.0,46655.0,596.0,2297.0
15584,2021-09-20,426024,13714,833.0,365626.0,1027782.0,2457946.0,1265841.0,46684.0,0.0,4231.0
15612,2021-09-21,426072,13716,833.0,365626.0,1027782.0,2468655.0,1308151.0,46730.0,10709.0,42310.0
15640,2021-09-22,426125,13717,833.0,365626.0,1027782.0,2473231.0,1318504.0,46782.0,4576.0,10353.0
15668,2021-09-23,426175,13718,833.0,366161.0,1027782.0,2481284.0,1337912.0,46296.0,8053.0,19408.0
15696,2021-09-24,426230,13719,833.0,411605.0,1027782.0,2484216.0,1342093.0,906.0,2932.0,4181.0
15724,2021-09-25,426286,13719,833.0,411605.0,1027782.0,2493224.0,1381476.0,962.0,9008.0,39383.0
15752,2021-09-26,426318,13719,833.0,411605.0,1027782.0,2494925.0,1384471.0,994.0,1701.0,2995.0
15780,2021-09-27,426339,13720,833.0,411605.0,1027782.0,2502262.0,1398491.0,1014.0,7337.0,14020.0
15808,2021-09-28,426388,13722,833.0,411605.0,1027782.0,2507934.0,1403431.0,1061.0,5672.0,4940.0
15836,2021-09-29,426435,13723,833.0,411605.0,1027782.0,2508535.0,1440130.0,1107.0,601.0,36699.0
15864,2021-09-30,426476,13723,833.0,411605.0,1027782.0,2524969.0,1454610.0,1148.0,16434.0,14480.0
15892,2021-10-01,426527,13724,833.0,411605.0,1027782.0,2532120.0,1467236.0,1198.0,7151.0,12626.0
15920,2021-10-02,426554,13725,833.0,412137.0,1027782.0,2535101.0,1481332.0,692.0,2981.0,14096.0
15948,2021-10-03,426578,13727,833.0,412137.0,1027782.0,2535502.0,1482696.0,714.0,401.0,1364.0
15976,2021-10-04,426603,13728,833.0,412137.0,1027782.0,2536495.0,1487416.0,738.0,993.0,4720.0
16004,2021-10-05,426658,13729,833.0,412137.0,1027782.0,2538768.0,1490447.0,792.0,2273.0,3031.0
16032,2021-10-06,426717,13735,833.0,412137.0,1027782.0,2545059.0,1512129.0,845.0,6291.0,21682.0
16060,2021-10-07,426772,13740,833.0,412387.0,1027782.0,2551788.0,1533555.0,645.0,6729.0,21426.0
16088,2021-10-08,426817,13744,833.0,412387.0,1027782.0,2553616.0,1537804.0,686.0,1828.0,4249.0
16116,2021-10-09,426882,13745,833.0,412444.0,1027782.0,2558412.0,1571234.0,693.0,4796.0,33430.0
16144,2021-10-10,426919,13746,833.0,412444.0,1027782.0,2559019.0,1572110.0,729.0,607.0,876.0
16172,2021-10-11,426946,13747,833.0,412444.0,1027782.0,2559719.0,1574248.0,755.0,700.0,2138.0
16200,2021-10-12,426974,13749,833.0,412444.0,1166605.0,2561891.0,1575514.0,781.0,2172.0,1266.0
16228,2021-10-13,427008,13750,833.0,412444.0,1166605.0,2565865.0,1590798.0,814.0,3974.0,15284.0
16256,2021-10-14,427058,13750,833.0,412685.0,1166605.0,2567510.0,1590798.0,623.0,1645.0,0.0
16284,2021-10-15,427103,13754,833.0,412685.0,1166605.0,2575697.0,1629460.0,664.0,8187.0,38662.0
16312,2021-10-16,427147,13756,833.0,412685.0,1166605.0,2577094.0,1631144.0,706.0,1397.0,1684.0
16340,2021-10-17,427164,13756,833.0,412685.0,1166605.0,2578371.0,1632529.0,723.0,1277.0,1385.0
16368,2021-10-18,427188,13756,833.0,412685.0,1166605.0,2582398.0,1648919.0,747.0,4027.0,16390.0
16396,2021-10-19,427237,13757,833.0,412685.0,1166605.0,2585801.0,1663381.0,795.0,3403.0,14462.0
16424,2021-10-20,427304,13761,833.0,412685.0,1166605.0,2589413.0,1676567.0,858.0,3612.0,13186.0
16452,2021-10-21,427368,13762,833.0,412685.0,1166605.0,2595320.0,1692979.0,921.0,5907.0,16412.0
16480,2021-10-22,427413,13762,833.0,412685.0,1166605.0,2606332.0,1713739.0,966.0,11012.0,20760.0
16508,2021-10-23,427463,13763,833.0,412685.0,1166605.0,2607989.0,1723924.0,1015.0,1657.0,10185.0
16536,2021-10-24,427491,13763,833.0,412685.0,1166605.0,2608125.0,1724964.0,1043.0,136.0,1040.0
16564,2021-10-25,427523,13764,833.0,412685.0,1166605.0,2588835.0,1738797.0,1074.0,-19290.0,13833.0
16592,2021-10-26,427577,13765,833.0,412685.0,1166605.0,2595699.0,1753096.0,1127.0,6864.0,14299.0
16620,2021-10-27,427613,13767,833.0,412685.0,1166605.0,2603719.0,1763026.0,1161.0,8020.0,9930.0
16648,2021-10-28,427672,13769,833.0,412685.0,1166605.0,2607554.0,1774488.0,1218.0,3835.0,11462.0
16676,2021-10-29,427717,13769,833.0,413270.0,1166605.0,2610269.0,1783356.0,678.0,2715.0,8868.0
16704,2021-10-30,427768,13770,833.0,413270.0,1166605.0,2611896.0,1792618.0,728.0,1627.0,9262.0
16732,2021-10-31,427788,13770,833.0,413270.0,1166605.0,2611990.0,1792877.0,748.0,94.0,259.0
16760,2021-11-01,427806,13771,833.0,413270.0,1166605.0,2612630.0,1793677.0,765.0,640.0,800.0
16788,2021-11-02,427845,13772,833.0,413270.0,1166605.0,2612713.0,1793931.0,803.0,83.0,254.0
16816,2021-11-03,427867,13772,833.0,413270.0,1166605.0,2615338.0,1801389.0,825.0,2625.0,7458.0
16844,2021-11-04,427940,13774,833.0,413270.0,1166605.0,2617624.0,1809519.0,896.0,2286.0,8130.0
16872,2021-11-05,428039,13775,833.0,413270.0,1166605.0,2624336.0,1825133.0,994.0,6712.0,15614.0
16900,2021-11-06,428109,13776,833.0,413270.0,1166605.0,2625708.0,1831829.0,1063.0,1372.0,6696.0
16928,2021-11-07,428155,13776,833.0,413270.0,1166605.0,2625854.0,1832744.0,1109.0,146.0,915.0
16956,2021-11-08,428268,13778,833.0,413270.0,1166605.0,2633134.0,1842918.0,1220.0,7280.0,10174.0
16984,2021-11-09,428345,13780,833.0,413270.0,1166605.0,2633772.0,1856522.0,1295.0,638.0,13604.0
17012,2021-11-10,428426,13781,833.0,413270.0,1166605.0,2637468.0,1867564.0,1375.0,3696.0,11042.0
17040,2021-11-11,428486,13781,833.0,413270.0,1166605.0,2640305.0,1877654.0,1435.0,2837.0,10090.0
17068,2021-11-12,428538,13781,833.0,413270.0,1166605.0,2644449.0,1890222.0,1487.0,4144.0,12568.0
17096,2021-11-13,428615,13782,833.0,413270.0,1166605.0,2645111.0,1895932.0,1563.0,662.0,5710.0
17124,2021-11-14,428672,13782,833.0,413270.0,1166605.0,2646179.0,1901348.0,1620.0,1068.0,5416.0
17152,2021-11-15,428685,13784,833.0,413270.0,1166605.0,2646549.0,1903460.0,1631.0,370.0,2112.0
17180,2021-11-16,428711,13784,833.0,413270.0,1166605.0,2648731.0,1911487.0,1657.0,2182.0,8027.0
17208,2021-11-17,428815,13787,833.0,413270.0,1166605.0,2652596.0,1926530.0,1758.0,3865.0,15043.0
17236,2021-11-18,428912,13789,833.0,413270.0,1166605.0,2658535.0,1943524.0,1853.0,5939.0,16994.0
17264,2021-11-19,428981,13791,833.0,413270.0,1166605.0,2661527.0,1952639.0,1920.0,2992.0,9115.0
17292,2021-11-20,429084,13791,833.0,413270.0,1166605.0,2664080.0,1959777.0,2023.0,2553.0,7138.0
17320,2021-11-21,429121,13791,833.0,413270.0,1166605.0,2665585.0,1965455.0,2060.0,1505.0,5678.0
17348,2021-11-22,429163,13794,833.0,413270.0,1166605.0,2669674.0,1978723.0,2099.0,4089.0,13268.0
17376,2021-11-23,429244,13796,833.0,413270.0,1166605.0,2671601.0,1985557.0,2178.0,1927.0,6834.0
17404,2021-11-24,429335,13798,833.0,413270.0,1166605.0,2675744.0,1993330.0,2267.0,4143.0,7773.0
17432,2021-11-25,429471,13798,833.0,413270.0,1166605.0,2667445.0,2001904.0,2403.0,-8299.0,8574.0
17460,2021-11-26,429611,13800,833.0,413270.0,1166605.0,2680178.0,2009197.0,2541.0,12733.0,7293.0
17488,2021-11-27,429743,13801,833.0,413270.0,1166605.0,2682349.0,2016337.0,2672.0,2171.0,7140.0
17516,2021-11-28,429778,13801,833.0,413270.0,1166605.0,2682744.0,2017994.0,2707.0,395.0,1657.0
17544,2021-11-29,429821,13801,833.0,413270.0,1166605.0,2685528.0,2028289.0,2750.0,2784.0,10295.0
17572,2021-11-30,429944,13803,833.0,413270.0,1166605.0,2689320.0,2037844.0,2871.0,3792.0,9555.0
17600,2021-12-01,430073,13805,833.0,414852.0,1166605.0,2693829.0,2053894.0,1416.0,4509.0,16050.0
17628,2021-12-02,430192,13806,833.0,414852.0,1166605.0,2698002.0,2065215.0,1534.0,4173.0,11321.0
17656,2021-12-03,430350,13808,833.0,414852.0,1166605.0,2702426.0,2075967.0,1690.0,4424.0,10752.0
17684,2021-12-04,430484,13809,833.0,414852.0,1166605.0,2704262.0,2082271.0,1823.0,1836.0,6304.0
17712,2021-12-05,430519,13810,833.0,414852.0,1166605.0,2704932.0,2084743.0,1857.0,670.0,2472.0
17740,2021-12-06,430602,13811,833.0,414852.0,1166605.0,2708294.0,2091352.0,1939.0,3362.0,6609.0
17768,2021-12-07,430790,13811,833.0,414852.0,1166605.0,2710527.0,2097127.0,2127.0,2233.0,5775.0
17796,2021-12-08,430992,13812,833.0,414852.0,1166605.0,2711680.0,2099662.0,2328.0,1153.0,2535.0
17824,2021-12-09,431086,13812,833.0,414852.0,1166605.0,2716567.0,2112080.0,2422.0,4887.0,12418.0
17852,2021-12-10,431263,13812,833.0,414852.0,1166605.0,2722049.0,2124146.0,2599.0,5482.0,12066.0
17880,2021-12-11,431403,13812,833.0,414852.0,1166605.0,2722049.0,2124146.0,2739.0,0.0,0.0
17908,2021-12-12,431528,13812,833.0,414852.0,1166605.0,2723261.0,2129445.0,2864.0,1212.0,5299.0
17936,2021-12-13,431592,13812,833.0,414852.0,1166605.0,2724193.0,2133118.0,2928.0,932.0,3673.0
17964,2021-12-14,431820,13816,833.0,414852.0,1166605.0,2725081.0,2136028.0,3152.0,888.0,2910.0
17992,2021-12-15,432003,13817,833.0,414852.0,1166605.0,2726124.0,2139743.0,3334.0,1043.0,3715.0
18020,2021-12-16,432182,13820,833.0,414852.0,1166605.0,2727100.0,2143292.0,3510.0,976.0,3549.0
18048,2021-12-17,432501,13820,833.0,414852.0,1166605.0,2728193.0,2147056.0,3829.0,1093.0,3764.0
18076,2021-12-18,432588,13820,833.0,414852.0,1166605.0,2728891.0,2149508.0,3916.0,698.0,2452.0
18104,2021-12-19,432665,13820,833.0,414852.0,1166605.0,2729149.0,2150404.0,3993.0,258.0,896.0
18132,2021-12-20,432712,13820,833.0,414852.0,1166605.0,2743500.0,2171826.0,4040.0,14351.0,21422.0
18160,2021-12-21,432835,13822,833.0,414852.0,1166605.0,2743970.0,2173351.0,4161.0,470.0,1525.0
18188,2021-12-22,432995,13822,833.0,414852.0,1166605.0,2744744.0,2175901.0,4321.0,774.0,2550.0
18216,2021-12-23,433141,13824,833.0,414852.0,1166605.0,2745268.0,2177677.0,4465.0,524.0,1776.0
18244,2021-12-24,433208,13826,833.0,414852.0,1166605.0,2745357.0,2177978.0,4530.0,89.0,301.0
18272,2021-12-25,433236,13828,833.0,414852.0,1166605.0,2745357.0,2177978.0,4556.0,0.0,0.0
18300,2021-12-26,433268,13830,833.0,414852.0,1166605.0,2745360.0,2177978.0,4586.0,3.0,0.0
18328,2021-12-27,433335,13831,833.0,414852.0,1166605.0,2745661.0,2178892.0,4652.0,301.0,914.0
18356,2021-12-28,433454,13832,833.0,414852.0,1166605.0,2746220.0,2181110.0,4770.0,559.0,2218.0
18384,2021-12-29,433588,13834,833.0,414852.0,1166605.0,2758309.0,2204777.0,4902.0,12089.0,23667.0
18412,2021-12-30,433709,13834,833.0,414852.0,1166605.0,2763435.0,2209836.0,5023.0,5126.0,5059.0
18440,2021-12-31,433813,13835,833.0,414852.0,1166605.0,2764437.0,2210201.0,5126.0,1002.0,365.0
18468,2022-01-01,433850,13836,833.0,414852.0,1166605.0,2764437.0,2210201.0,5162.0,0.0,0.0
18496,2022-01-02,433882,13837,833.0,414852.0,1166605.0,2764437.0,2210201.0,5193.0,0.0,0.0
18524,2022-01-03,433970,13838,833.0,414852.0,1166605.0,2765455.0,2213932.0,5280.0,1018.0,3731.0
18552,2022-01-04,434142,13838,833.0,414852.0,1166605.0,2767282.0,2219060.0,5452.0,1827.0,5128.0
18580,2022-01-05,434320,13839,833.0,414852.0,1166605.0,2768449.0,2221632.0,5629.0,1167.0,2572.0
18608,2022-01-06,434595,13842,833.0,414852.0,1166605.0,2770038.0,2225316.0,5901.0,1589.0,3684.0
18636,2022-01-07,434958,13843,833.0,414852.0,1166605.0,2773131.0,2233808.0,6263.0,3093.0,8492.0
18664,2022-01-08,435384,13844,833.0,414852.0,1166605.0,2775016.0,2239624.0,6688.0,1885.0,5816.0
18692,2022-01-09,435749,13846,833.0,414852.0,1166605.0,2775179.0,2240139.0,7051.0,163.0,515.0
18720,2022-01-10,435978,13849,833.0,414852.0,1166605.0,2779985.0,2249199.0,7277.0,4806.0,9060.0
18748,2022-01-11,437197,13850,833.0,414852.0,1166605.0,2781879.0,2253609.0,8495.0,1894.0,4410.0
18776,2022-01-12,438856,13851,833.0,414852.0,1166605.0,2782821.0,2256264.0,10153.0,942.0,2655.0
18804,2022-01-13,441260,13855,833.0,414852.0,1166605.0,2784465.0,2262863.0,12553.0,1644.0,6599.0
18832,2022-01-14,444042,13856,833.0,414852.0,1166605.0,2785056.0,2269985.0,15334.0,591.0,7122.0
18860,2022-01-15,446680,13856,833.0,414852.0,1166605.0,2786083.0,2275116.0,17972.0,1027.0,5131.0
18888,2022-01-16,449759,13857,833.0,414852.0,1166605.0,2786388.0,2275824.0,21050.0,305.0,708.0
18916,2022-01-17,452433,13858,833.0,414852.0,1166605.0,2788164.0,2277143.0,23723.0,1776.0,1319.0
18944,2022-01-18,457408,13860,833.0,420707.0,1166605.0,2793031.0,2284279.0,22841.0,4867.0,7136.0
18972,2022-01-19,464913,13863,833.0,420707.0,1166605.0,2795047.0,2288993.0,30343.0,2016.0,4714.0
19000,2022-01-20,473232,13869,3123.0,420707.0,1166605.0,2797121.0,2293024.0,38656.0,2074.0,4031.0
19028,2022-01-21,481295,13881,3123.0,420707.0,1166605.0,2802608.0,2299489.0,46707.0,5487.0,6465.0
19056,2022-01-22,488762,13881,3123.0,420707.0,1166605.0,2804498.0,2309079.0,54174.0,1890.0,9590.0
19084,2022-01-23,491973,13886,3123.0,420707.0,1166605.0,2804809.0,2309742.0,57380.0,311.0,663.0
19112,2022-01-24,495528,13892,3123.0,420707.0,1166605.0,2807112.0,2315112.0,60929.0,2303.0,5370.0
19140,2022-01-25,502862,13902,3123.0,420707.0,1166605.0,2809313.0,2318430.0,68253.0,2201.0,3318.0
19168,2022-01-26,509128,13908,3123.0,420707.0,1166605.0,2813196.0,2324490.0,74513.0,3883.0,6060.0
19196,2022-01-27,515440,13913,3123.0,420707.0,1166605.0,2823584.0,2333585.0,80820.0,10388.0,9095.0
19224,2022-01-28,521451,13922,3123.0,420707.0,1166605.0,2825633.0,2333585.0,86822.0,2049.0,0.0
19252,2022-01-29,526320,13929,3123.0,420707.0,1166605.0,2830464.0,2335172.0,91684.0,4831.0,1587.0
19280,2022-01-30,528268,13936,3123.0,420707.0,1166605.0,2831343.0,2335631.0,93625.0,879.0,459.0
19308,2022-01-31,529876,13950,3123.0,420707.0,1166605.0,2837133.0,2338151.0,95219.0,5790.0,2520.0
19336,2022-02-01,534592,13962,3123.0,420707.0,1166605.0,2842036.0,2341513.0,99923.0,4903.0,3362.0
19364,2022-02-02,537441,13981,3123.0,420707.0,1166605.0,2847126.0,2343865.0,102753.0,5090.0,2352.0
19392,2022-02-03,541668,13991,3123.0,420707.0,1166605.0,2852740.0,2346401.0,106970.0,5614.0,2536.0
19420,2022-02-04,545165,13998,3123.0,420707.0,1166605.0,2858938.0,2350762.0,110460.0,6198.0,4361.0
19448,2022-02-05,547521,14006,3123.0,420707.0,1166605.0,2876211.0,2353531.0,112808.0,17273.0,2769.0
19476,2022-02-06,548338,14011,3123.0,420707.0,1166605.0,2878855.0,2353991.0,113620.0,2644.0,460.0
19504,2022-02-07,549076,14024,3123.0,420707.0,1166605.0,2887446.0,2356586.0,114345.0,8591.0,2595.0
19532,2022-02-08,551934,14034,3123.0,420707.0,1166605.0,2896042.0,2361310.0,117193.0,8596.0,4724.0
19560,2022-02-09,554583,14045,3123.0,420707.0,1166605.0,2917855.0,2377230.0,119831.0,21813.0,15920.0
19588,2022-02-10,557246,14052,3123.0,420707.0,1166605.0,2923949.0,2380053.0,122487.0,6094.0,2823.0
19616,2022-02-11,559654,14059,3123.0,420707.0,1166605.0,2931421.0,2385281.0,124888.0,7472.0,5228.0
19644,2022-02-12,562001,14063,3123.0,420707.0,1166605.0,2947007.0,2392341.0,127231.0,15586.0,7060.0
19672,2022-02-13,562537,14064,3123.0,420707.0,1166605.0,2953117.0,2393713.0,127766.0,6110.0,1372.0
19700,2022-02-14,562984,14067,3123.0,420707.0,1166605.0,2961963.0,2393713.0,128210.0,8846.0,0.0
19728,2022-02-15,564706,14073,3123.0,434795.0,1166605.0,2967869.0,2400981.0,115838.0,5906.0,7268.0
19756,2022-02-16,565731,14076,3123.0,434795.0,1166605.0,2974662.0,2404527.0,116860.0,6793.0,3546.0
19784,2022-02-17,566688,14083,3123.0,434795.0,1166605.0,2979143.0,2406868.0,117810.0,4481.0,2341.0
19812,2022-02-18,567973,14086,3123.0,434795.0,1166605.0,2986156.0,2411917.0,119092.0,7013.0,5049.0
19840,2022-02-19,568626,14087,3123.0,434795.0,1166605.0,2994436.0,2415373.0,119744.0,8280.0,3456.0
19868,2022-02-20,569354,14093,3123.0,434795.0,1166605.0,2996183.0,2415940.0,120466.0,1747.0,567.0
19896,2022-02-21,569834,14095,3123.0,434795.0,1166605.0,2998476.0,2417783.0,120944.0,2293.0,1843.0
19924,2022-02-22,570599,14098,3123.0,434795.0,1166605.0,3000300.0,2419873.0,121706.0,1824.0,2090.0
19952,2022-02-23,571174,14101,3123.0,434795.0,1166605.0,3004904.0,2421828.0,122278.0,4604.0,1955.0
19980,2022-02-24,571749,14104,3123.0,434795.0,1166605.0,3009127.0,2421828.0,122850.0,4223.0,0.0
20008,2022-02-25,572349,14110,3123.0,434795.0,1166605.0,3011472.0,2427109.0,123444.0,2345.0,5281.0
20036,2022-02-26,573001,14115,3123.0,434795.0,1166605.0,3013311.0,2427840.0,124091.0,1839.0,731.0
20064,2022-02-27,573515,14116,3123.0,434795.0,1166605.0,3013483.0,2428030.0,124604.0,172.0,190.0
20092,2022-02-28,573577,14119,3123.0,434795.0,1166605.0,3013483.0,2428030.0,124663.0,0.0,0.0
20120,2022-03-01,573662,14121,3123.0,434795.0,1166605.0,3013483.0,2428030.0,124746.0,0.0,0.0
20148,2022-03-02,573716,14122,3123.0,434795.0,1166605.0,3013483.0,2428030.0,124799.0,0.0,0.0
20176,2022-03-03,573761,14122,3123.0,434795.0,1166605.0,3018217.0,2431804.0,124844.0,4734.0,3774.0
20204,2022-03-04,574304,14124,3123.0,434795.0,1166605.0,3035829.0,2445827.0,125385.0,17612.0,14023.0
20232,2022-03-05,574651,14129,3123.0,434795.0,1166605.0,3039472.0,2449686.0,125727.0,3643.0,3859.0
20260,2022-03-06,575183,14129,3123.0,434795.0,1166605.0,3040140.0,2450180.0,126259.0,668.0,494.0
20288,2022-03-07,575502,14132,3123.0,434795.0,1166605.0,3041052.0,2451758.0,126575.0,912.0,1578.0
20316,2022-03-08,576056,14133,3123.0,434795.0,1166605.0,3042454.0,2453401.0,127128.0,1402.0,1643.0
20344,2022-03-09,576542,14134,3123.0,434795.0,1166605.0,3044079.0,2456154.0,127613.0,1625.0,2753.0
20372,2022-03-10,577094,14137,3123.0,434795.0,1166605.0,3047277.0,2464996.0,128162.0,3198.0,8842.0
20400,2022-03-11,577587,14139,3123.0,559537.0,1166605.0,3048457.0,2467270.0,3911.0,1180.0,2274.0
20428,2022-03-12,578096,14141,3123.0,559537.0,1166605.0,3052786.0,2470308.0,4418.0,4329.0,3038.0
20456,2022-03-13,578521,14143,3123.0,559537.0,1166605.0,3054856.0,2472821.0,4841.0,2070.0,2513.0
20484,2022-03-14,578786,14143,3123.0,559537.0,1166605.0,3056957.0,2475133.0,5106.0,2101.0,2312.0
20512,2022-03-15,579295,14144,3123.0,559537.0,1166605.0,3058328.0,2477495.0,5614.0,1371.0,2362.0
20540,2022-03-16,579396,14144,3123.0,559537.0,1166605.0,3063310.0,2480114.0,5715.0,4982.0,2619.0
20568,2022-03-17,579677,14146,3123.0,559537.0,1166605.0,3064769.0,2480114.0,5994.0,1459.0,0.0
20596,2022-03-18,580029,14147,3123.0,559537.0,1166605.0,3067282.0,2481831.0,6345.0,2513.0,1717.0
20624,2022-03-19,580244,14147,3123.0,559537.0,1166605.0,3068689.0,2484539.0,6560.0,1407.0,2708.0
20652,2022-03-20,580491,14147,3123.0,559537.0,1166605.0,3069274.0,2485439.0,6807.0,585.0,900.0
20680,2022-03-21,580691,14147,3123.0,559537.0,1166605.0,3070768.0,2488206.0,7007.0,1494.0,2767.0
20708,2022-03-22,580846,14148,3123.0,559537.0,1166605.0,3070768.0,2488206.0,7161.0,0.0,0.0
20736,2022-03-23,580901,14148,3123.0,559537.0,1166605.0,3072811.0,2493767.0,7216.0,2043.0,5561.0
20764,2022-03-24,580970,14148,3123.0,559537.0,1166605.0,3074698.0,2496182.0,7285.0,1887.0,2415.0
20792,2022-03-25,581009,14150,3123.0,559537.0,1166605.0,3076114.0,2498564.0,7322.0,1416.0,2382.0
20820,2022-03-26,581042,14151,3123.0,559537.0,1166605.0,3077998.0,2501781.0,7354.0,1884.0,3217.0
20848,2022-03-27,581070,14151,3123.0,559537.0,1166605.0,3078712.0,2502451.0,7382.0,714.0,670.0
20876,2022-03-28,581110,14152,3123.0,559537.0,1166605.0,3079619.0,2504101.0,7421.0,907.0,1650.0
20904,2022-03-29,581177,14153,3123.0,559537.0,1166605.0,3087296.0,2508092.0,7487.0,7677.0,3991.0
20932,2022-03-30,581233,14155,3123.0,559537.0,1166605.0,3087903.0,2510317.0,7541.0,607.0,2225.0
20960,2022-03-31,581291,14155,3123.0,559537.0,1166605.0,3089820.0,2513277.0,7599.0,1917.0,2960.0
20988,2022-04-01,581326,14155,3123.0,559537.0,1166605.0,3094369.0,2515128.0,7634.0,4549.0,1851.0
21016,2022-04-02,581359,14157,3123.0,559537.0,1166605.0,3097023.0,2518295.0,7665.0,2654.0,3167.0
21044,2022-04-03,581367,14157,3123.0,559537.0,1166605.0,3097227.0,2518663.0,7673.0,204.0,368.0
21072,2022-04-04,581393,14158,3123.0,559537.0,1166605.0,3097707.0,2521249.0,7698.0,480.0,2586.0
21100,2022-04-05,581442,14159,3123.0,559537.0,1166605.0,3098058.0,2524883.0,7746.0,351.0,3634.0
21128,2022-04-06,581494,14160,3123.0,559537.0,1166605.0,3099709.0,2527435.0,7797.0,1651.0,2552.0
21156,2022-04-07,581566,14160,3123.0,559537.0,1166605.0,3100505.0,2529105.0,7869.0,796.0,1670.0
21184,2022-04-08,581614,14160,3123.0,559537.0,1166605.0,3102026.0,2531850.0,7917.0,1521.0,2745.0
21212,2022-04-09,581641,14160,3123.0,559537.0,1166605.0,3102841.0,2533112.0,7944.0,815.0,1262.0
21240,2022-04-10,581662,14160,3123.0,559537.0,1166605.0,3104023.0,2533527.0,7965.0,1182.0,415.0
21268,2022-04-11,581679,14161,3123.0,559537.0,1166605.0,3114341.0,2540610.0,7981.0,10318.0,7083.0
21296,2022-04-12,581729,14162,3123.0,559537.0,1166605.0,3115365.0,2542588.0,8030.0,1024.0,1978.0
21324,2022-04-13,581752,14162,3123.0,559537.0,1166605.0,3117248.0,2545408.0,8053.0,1883.0,2820.0
21352,2022-04-14,581777,14162,3123.0,559537.0,1166605.0,3119093.0,2549220.0,8078.0,1845.0,3812.0
21380,2022-04-15,581802,14165,3123.0,559537.0,1166605.0,3119093.0,2549220.0,8100.0,0.0,0.0
21408,2022-04-16,581813,14166,3123.0,559537.0,1166605.0,3121378.0,2551045.0,8110.0,2285.0,1825.0
21436,2022-04-17,581823,14166,3123.0,559537.0,1166605.0,3121507.0,2551402.0,8120.0,129.0,357.0
21464,2022-04-18,581835,14169,3123.0,559537.0,1166605.0,3122519.0,2553091.0,8129.0,1012.0,1689.0
21492,2022-04-19,581874,14169,3123.0,559537.0,1166605.0,3123564.0,2554416.0,8168.0,1045.0,1325.0
21520,2022-04-20,581898,14169,3123.0,559537.0,1166605.0,3125670.0,2557783.0,8192.0,2106.0,3367.0
21548,2022-04-21,581909,14169,3123.0,559537.0,1166605.0,3126206.0,2558862.0,8203.0,536.0,1079.0
21576,2022-04-22,581934,14169,3123.0,559537.0,1166605.0,3126236.0,2558889.0,8228.0,30.0,27.0
21604,2022-04-23,581958,14169,3123.0,559537.0,1166605.0,3126674.0,2560153.0,8252.0,438.0,1264.0
21632,2022-04-24,581963,14169,3123.0,559537.0,1166605.0,3126674.0,2560153.0,8257.0,0.0,0.0
21660,2022-04-25,581977,14169,3123.0,559537.0,1166605.0,3127880.0,2562610.0,8271.0,1206.0,2457.0
21688,2022-04-26,582029,14170,3123.0,559537.0,1166605.0,3129390.0,2564939.0,8322.0,1510.0,2329.0
21716,2022-04-27,582095,14172,3123.0,559537.0,1166605.0,3131183.0,2564939.0,8386.0,1793.0,0.0
21744,2022-04-28,582148,14172,3123.0,559537.0,1166605.0,3132311.0,2566982.0,8439.0,1128.0,2043.0
21772,2022-04-29,582175,14172,3123.0,559537.0,1166605.0,3133171.0,2568746.0,8466.0,860.0,1764.0
21800,2022-04-30,582199,14172,3123.0,559537.0,1166605.0,3133171.0,2568746.0,8490.0,0.0,0.0
21828,2022-05-01,582210,14172,3123.0,559537.0,1166605.0,3135292.0,2571806.0,8501.0,2121.0,3060.0
21856,2022-05-02,582212,14172,3123.0,559537.0,1166605.0,3136348.0,2573846.0,8503.0,1056.0,2040.0
21884,2022-05-03,582238,14172,3123.0,559537.0,1166605.0,3137789.0,2576074.0,8529.0,1441.0,2228.0
21912,2022-05-04,582264,14172,3123.0,559537.0,1166605.0,3139082.0,2577504.0,8555.0,1293.0,1430.0
21940,2022-05-05,582289,14172,3123.0,559537.0,1166605.0,3139082.0,2577504.0,8580.0,0.0,0.0
21968,2022-05-06,582332,14172,3123.0,559537.0,1166605.0,3141456.0,2581726.0,8623.0,2374.0,4222.0
21996,2022-05-07,582354,14172,3123.0,559537.0,1166605.0,3141456.0,2581726.0,8645.0,0.0,0.0
22024,2022-05-08,582360,14172,3123.0,559537.0,1166605.0,3141456.0,2581726.0,8651.0,0.0,0.0
22052,2022-05-09,582381,14172,3123.0,559537.0,1166605.0,3142470.0,2581726.0,8672.0,1014.0,0.0
22080,2022-05-10,582418,14172,3123.0,559537.0,1166605.0,3142470.0,2581726.0,8709.0,0.0,0.0
22108,2022-05-11,582442,14172,3123.0,559537.0,1166605.0,3142470.0,2581726.0,8733.0,0.0,0.0
22136,2022-05-12,582460,14172,3123.0,559537.0,1166605.0,3147065.0,2581726.0,8751.0,4595.0,0.0
22164,2022-05-13,582487,14172,3123.0,559537.0,1166605.0,3149592.0,2581726.0,8778.0,2527.0,0.0
22192,2022-05-14,582503,14172,3123.0,559537.0,1166605.0,3149592.0,2581726.0,8794.0,0.0,0.0
22220,2022-05-15,582505,14172,3123.0,559537.0,1166605.0,3149592.0,2581726.0,8796.0,0.0,0.0
22248,2022-05-16,582514,14172,3123.0,559537.0,1166605.0,3149592.0,2581726.0,8805.0,0.0,0.0
