,date,totalCases,deaths,suspects,recovered,tests,vaccinated,vaccinated_second,activeCases,newVaccinated,newVaccinated_second
20873,2022-03-27,29843255,658880,8866327.0,27366309.0,70923215.0,176070375.0,154515688.0,1818066.0,40227.0,84549.0
20901,2022-03-28,29852341,658956,8866327.0,27366309.0,70923215.0,176138696.0,154667635.0,1827076.0,68321.0,151947.0
20929,2022-03-29,29882397,659241,8866327.0,27366309.0,70923215.0,176330919.0,154927146.0,1856847.0,192223.0,259511.0
20957,2022-03-30,29916334,659504,8866327.0,27366309.0,70923215.0,176422071.0,155173973.0,1890521.0,91152.0,246827.0
20985,2022-03-31,29947895,659757,8866327.0,27366309.0,70923215.0,176477289.0,155352755.0,1921829.0,55218.0,178782.0
21013,2022-04-01,29975165,660002,8866327.0,27366309.0,70923215.0,176528724.0,155517616.0,1948854.0,51435.0,164861.0
21041,2022-04-02,29992227,660108,8866327.0,27366309.0,70923215.0,176563860.0,155613259.0,1965810.0,35136.0,95643.0
21069,2022-04-03,29999437,660147,8866327.0,27366309.0,70923215.0,176576186.0,155649865.0,1972981.0,12326.0,36606.0
21097,2022-04-04,30012798,660312,8866327.0,27366309.0,70923215.0,176604584.0,155740985.0,1986177.0,28398.0,91120.0
21125,2022-04-05,30040129,660528,8866327.0,27366309.0,70923215.0,176674889.0,155920611.0,2013292.0,70305.0,179626.0
21153,2022-04-06,30067249,660723,8866327.0,27366309.0,70923215.0,176737679.0,156079909.0,2040217.0,62790.0,159298.0
21181,2022-04-07,30093751,660973,8866327.0,27366309.0,70923215.0,176786142.0,156224562.0,2066469.0,48463.0,144653.0
21209,2022-04-08,30123963,661122,8866327.0,27366309.0,70923215.0,176836950.0,156387667.0,2096532.0,50808.0,163105.0
21237,2022-04-09,30145192,661220,8866327.0,27366309.0,70923215.0,176866093.0,156462544.0,2117663.0,29143.0,74877.0
21265,2022-04-10,30152402,661258,8866327.0,27366309.0,70923215.0,176877847.0,156500632.0,2124835.0,11754.0,38088.0
21293,2022-04-11,30161205,661327,8866327.0,27366309.0,70923215.0,176928391.0,156652988.0,2133569.0,50544.0,152356.0
21321,2022-04-12,30183929,661493,8866327.0,27366309.0,70923215.0,176977228.0,156802928.0,2156127.0,48837.0,149940.0
21349,2022-04-13,30210853,661656,8866327.0,27366309.0,70923215.0,177003076.0,156888019.0,2182888.0,25848.0,85091.0
21377,2022-04-14,30234024,661796,8866327.0,27366309.0,70923215.0,177052730.0,157045240.0,2205919.0,49654.0,157221.0
21405,2022-04-15,30247302,661907,8866327.0,27366309.0,70923215.0,177061552.0,157081417.0,2219086.0,8822.0,36177.0
21433,2022-04-16,30250077,661938,8866327.0,27366309.0,70923215.0,177128090.0,157136156.0,2221830.0,66538.0,54739.0
21461,2022-04-17,30252618,661960,8866327.0,27366309.0,70923215.0,177131353.0,157142204.0,2224349.0,3263.0,6048.0
21489,2022-04-18,30261088,662026,8866327.0,27381416.0,70923215.0,177164849.0,157240465.0,2217646.0,33496.0,98261.0
21517,2022-04-19,30275219,662151,8866327.0,27381416.0,70923215.0,177437560.0,157434629.0,2231652.0,272711.0,194164.0
21545,2022-04-20,30311969,662414,8866327.0,27381416.0,70923215.0,177471803.0,157649663.0,2268139.0,34243.0,215034.0
21573,2022-04-21,30330629,662506,8866327.0,27381416.0,70923215.0,177512188.0,157771135.0,2286707.0,40385.0,121472.0
21601,2022-04-22,30338697,662557,8866327.0,27381416.0,70923215.0,177523166.0,157798026.0,2294724.0,10978.0,26891.0
21629,2022-04-23,30345654,662610,8866327.0,27381416.0,70923215.0,177541898.0,157864022.0,2301628.0,18732.0,65996.0
21657,2022-04-24,30349463,662646,8866327.0,27381416.0,70923215.0,177542035.0,157864491.0,2305401.0,137.0,469.0
21685,2022-04-25,30355919,662722,8866327.0,27381416.0,70923215.0,177571249.0,157939954.0,2311781.0,29214.0,75463.0
21713,2022-04-26,30378061,662866,8866327.0,27381416.0,70923215.0,177596551.0,158015140.0,2333779.0,25302.0,75186.0
21741,2022-04-27,30399004,663111,8866327.0,27381416.0,70923215.0,177657882.0,158204759.0,2354477.0,61331.0,189619.0
21769,2022-04-28,30418920,663225,8866327.0,27381416.0,70923215.0,177699439.0,158342284.0,2374279.0,41557.0,137525.0
21797,2022-04-29,30433042,663410,8866327.0,27381416.0,70923215.0,177732819.0,158447653.0,2388216.0,33380.0,105369.0
21825,2022-04-30,30448236,663497,8866327.0,27381416.0,70923215.0,177742670.0,158478064.0,2403323.0,9851.0,30411.0
21853,2022-05-01,30454499,663513,8866327.0,27381416.0,70923215.0,177755066.0,158511889.0,2409570.0,12396.0,33825.0
21881,2022-05-02,30460997,663602,8866327.0,27381416.0,70923215.0,177795708.0,158620998.0,2415979.0,40642.0,109109.0
21909,2022-05-03,30482429,663694,8866327.0,27381416.0,70923215.0,177835975.0,158734638.0,2437319.0,40267.0,113640.0
21937,2022-05-04,30502501,663759,8866327.0,27381416.0,70923215.0,177904423.0,158898213.0,2457326.0,68448.0,163575.0
21965,2022-05-05,30524183,663896,8866327.0,27381416.0,70923215.0,177925477.0,158977080.0,2478871.0,21054.0,78867.0
21993,2022-05-06,30543908,664091,8866327.0,27381416.0,70923215.0,177973729.0,159073745.0,2498401.0,48252.0,96665.0
22021,2022-05-07,30558530,664126,8866327.0,27381416.0,70923215.0,177983320.0,159105029.0,2512988.0,9591.0,31284.0
22049,2022-05-08,30564536,664139,8866327.0,27381416.0,70923215.0,177993463.0,159120028.0,2518981.0,10143.0,14999.0
22077,2022-05-09,30574245,664192,8866327.0,27381416.0,70923215.0,178016825.0,159163397.0,2528637.0,23362.0,43369.0
22105,2022-05-10,30594388,664390,8866327.0,27381416.0,70923215.0,178032949.0,159224035.0,2548582.0,16124.0,60638.0
22133,2022-05-11,30617786,664516,8866327.0,27381416.0,70923215.0,178177107.0,159534555.0,2571854.0,144158.0,310520.0
22161,2022-05-12,30639130,664641,8866327.0,27381416.0,70923215.0,178224737.0,159612601.0,2593073.0,47630.0,78046.0
22189,2022-05-13,30664739,664780,8866327.0,27381416.0,70923215.0,178236435.0,159650417.0,2618543.0,11698.0,37816.0
22217,2022-05-14,30682094,664872,8866327.0,27381416.0,70923215.0,178237945.0,159658565.0,2635806.0,1510.0,8148.0
22245,2022-05-15,30688390,664918,8866327.0,27381416.0,70923215.0,178239576.0,159663318.0,2642056.0,1631.0,4753.0
22273,2022-05-16,30701900,664987,8866327.0,27381416.0,70923215.0,178252430.0,159714596.0,2655497.0,12854.0,51278.0
22301,2022-05-17,30728286,665216,8866327.0,27381416.0,70923215.0,178269501.0,159756130.0,2681654.0,17071.0,41534.0
22329,2022-05-18,30741811,665319,8866327.0,27381416.0,70923215.0,178299681.0,159873886.0,2695076.0,30180.0,117756.0
22357,2022-05-19,30752226,665433,8866327.0,27381416.0,70923215.0,178334769.0,159923753.0,2705377.0,35088.0,49867.0
22385,2022-05-20,30762413,665493,8866327.0,27381416.0,70923215.0,178343471.0,159980369.0,2715504.0,8702.0,56616.0
22413,2022-05-21,30778607,665528,8866327.0,27381416.0,70923215.0,178347801.0,159992506.0,2731663.0,4330.0,12137.0
22441,2022-05-22,30791220,665627,8866327.0,27381416.0,70923215.0,178348163.0,159994344.0,2744177.0,362.0,1838.0
22469,2022-05-23,30803995,665666,8866327.0,27381416.0,70923215.0,178708084.0,160065355.0,2756913.0,359921.0,71011.0
22497,2022-05-24,30836815,665905,8866327.0,27381416.0,70923215.0,178757918.0,160202567.0,2789494.0,49834.0,137212.0
22525,2022-05-25,30846602,666037,8866327.0,27381416.0,70923215.0,178784709.0,160282246.0,2799149.0,26791.0,79679.0
22553,2022-05-26,30880512,666180,8866327.0,27381416.0,70923215.0,178832168.0,160329979.0,2832916.0,47459.0,47733.0
22581,2022-05-27,30921145,666319,8866327.0,27381416.0,70923215.0,178890071.0,160416133.0,2873410.0,57903.0,86154.0
22609,2022-05-28,30945384,666391,8866327.0,27381416.0,70923215.0,178927263.0,160457034.0,2897577.0,37192.0,40901.0
22637,2022-05-29,30953579,666453,8866327.0,27381416.0,70923215.0,178933049.0,160472023.0,2905710.0,5786.0,14989.0
22665,2022-05-30,30977661,666516,8866327.0,27381416.0,70923215.0,178952713.0,160509924.0,2929729.0,19664.0,37901.0
22693,2022-05-31,31019038,666676,8866327.0,27381416.0,70923215.0,178961451.0,160541059.0,2970946.0,8738.0,31135.0
22721,2022-06-01,31060017,666801,8866327.0,27381416.0,70923215.0,178991884.0,160653642.0,3011800.0,30433.0,112583.0
22749,2022-06-02,31101290,666928,8866327.0,27381416.0,70923215.0,179015619.0,160686131.0,3052946.0,23735.0,32489.0
22777,2022-06-03,31137479,666971,8866327.0,27381416.0,70923215.0,179079972.0,160793711.0,3089092.0,64353.0,107580.0
22805,2022-06-04,31153069,666997,8866327.0,27381416.0,70923215.0,179125995.0,160863957.0,3104656.0,46023.0,70246.0
22833,2022-06-05,31159335,667005,8866327.0,27381416.0,70923215.0,179134994.0,160884603.0,3110914.0,8999.0,20646.0
22861,2022-06-06,31195118,667041,8866327.0,27381416.0,70923215.0,179147869.0,160916681.0,3146661.0,12875.0,32078.0
22889,2022-06-07,31266163,667348,8866327.0,27381416.0,70923215.0,179184655.0,160992471.0,3217399.0,36786.0,75790.0
22917,2022-06-08,31315777,667647,8866327.0,27381416.0,70923215.0,179200482.0,161152204.0,3266714.0,15827.0,159733.0
22945,2022-06-09,31360850,667790,8866327.0,27381416.0,70923215.0,179303691.0,161225513.0,3311644.0,103209.0,73309.0
22973,2022-06-10,31417341,667960,8866327.0,27381416.0,70923215.0,179313508.0,161263163.0,3367965.0,9817.0,37650.0
23001,2022-06-11,31445137,668074,8866327.0,27381416.0,70923215.0,179327516.0,161300609.0,3395647.0,14008.0,37446.0
23029,2022-06-12,31456865,668110,8866327.0,27381416.0,70923215.0,179332545.0,162434831.0,3407339.0,5029.0,1134222.0
23057,2022-06-13,31497038,668180,8866327.0,27381416.0,70923215.0,179341739.0,162459474.0,3447442.0,9194.0,24643.0
23085,2022-06-14,31541479,668354,8866327.0,27381416.0,70923215.0,179354732.0,162486282.0,3491709.0,12993.0,26808.0
23113,2022-06-15,31611769,668693,8866327.0,27381416.0,70923215.0,179369834.0,162527989.0,3561660.0,15102.0,41707.0
23141,2022-06-16,31644703,668844,8866327.0,27381416.0,70923215.0,179454264.0,162623092.0,3594443.0,84430.0,95103.0
23169,2022-06-17,31673375,668916,8866327.0,27381416.0,70923215.0,179460000.0,162639543.0,3623043.0,5736.0,16451.0
23197,2022-06-18,31693502,669010,8866327.0,27381416.0,70923215.0,179466698.0,162655333.0,3643076.0,6698.0,15790.0
23225,2022-06-19,31704193,669065,8866327.0,27381416.0,70923215.0,179468913.0,162665196.0,3653712.0,2215.0,9863.0
23253,2022-06-20,31754465,669161,8866327.0,27381416.0,70923215.0,179488779.0,162752924.0,3703888.0,19866.0,87728.0
23281,2022-06-21,31818827,669390,8866327.0,27381416.0,70923215.0,179516593.0,162790713.0,3768021.0,27814.0,37789.0
23309,2022-06-22,31890733,669530,8866327.0,27381416.0,70923215.0,179542070.0,162867473.0,3839787.0,25477.0,76760.0
23337,2022-06-23,31962782,669895,8866327.0,27381416.0,70923215.0,179570091.0,162933482.0,3911471.0,28021.0,66009.0
23365,2022-06-24,32023166,670229,8866327.0,27381416.0,70923215.0,179584285.0,162954320.0,3971521.0,14194.0,20838.0
23393,2022-06-25,32061959,670369,8866327.0,27381416.0,70923215.0,179586460.0,162959093.0,4010174.0,2175.0,4773.0
23421,2022-06-26,32078638,670405,8866327.0,27381416.0,70923215.0,179588170.0,162960773.0,4026817.0,1710.0,1680.0
23449,2022-06-27,32130316,670532,8866327.0,27381416.0,70923215.0,179603411.0,162984593.0,4078368.0,15241.0,23820.0
23477,2022-06-28,32206954,670848,8866327.0,27381416.0,70923215.0,179668136.0,163249060.0,4154690.0,64725.0,264467.0
23505,2022-06-29,32282879,671125,8866327.0,27381416.0,70923215.0,179681024.0,163268852.0,4230338.0,12888.0,19792.0
23533,2022-06-30,32358018,671416,8866327.0,27381416.0,70923215.0,179700733.0,163289686.0,4305186.0,19709.0,20834.0
23561,2022-07-01,32434063,671700,8866327.0,27381416.0,70923215.0,179750695.0,163430943.0,4380947.0,49962.0,141257.0
23589,2022-07-02,32471847,671858,8866327.0,27381416.0,70923215.0,179761572.0,163462667.0,4418573.0,10877.0,31724.0
23617,2022-07-03,32490422,671911,8866327.0,27381416.0,70923215.0,179777012.0,163502804.0,4437095.0,15440.0,40137.0
23645,2022-07-04,32535923,672033,8866327.0,27381416.0,70923215.0,179787640.0,163535444.0,4482474.0,10628.0,32640.0
23673,2022-07-05,32610514,672429,8866327.0,27381416.0,70923215.0,179808414.0,163575682.0,4556669.0,20774.0,40238.0
23701,2022-07-06,32687680,672790,8866327.0,27381416.0,70923215.0,179812665.0,163585079.0,4633474.0,4251.0,9397.0
23729,2022-07-07,32759730,673073,8866327.0,27381416.0,70923215.0,179862567.0,163675864.0,4705241.0,49902.0,90785.0
23757,2022-07-08,32830844,673339,8866327.0,27381416.0,70923215.0,179866504.0,163684894.0,4776089.0,3937.0,9030.0
23785,2022-07-09,32874501,673554,8866327.0,27381416.0,70923215.0,179883581.0,163736070.0,4819531.0,17077.0,51176.0
23813,2022-07-10,32896464,673610,8866327.0,27381416.0,70923215.0,179885968.0,163746841.0,4841438.0,2387.0,10771.0
23841,2022-07-11,32940507,673758,8866327.0,27381416.0,70923215.0,179899244.0,163787797.0,4885333.0,13276.0,40956.0
23869,2022-07-12,33004555,674102,8866327.0,27381416.0,70923215.0,179903490.0,163797326.0,4949037.0,4246.0,9529.0
23897,2022-07-13,33076779,674482,8866327.0,27381416.0,70923215.0,179920594.0,163858903.0,5020881.0,17104.0,61577.0
23925,2022-07-14,33142158,674779,8866327.0,27381416.0,70923215.0,179944647.0,163932603.0,5085963.0,24053.0,73700.0
23953,2022-07-15,33250117,675090,8866327.0,27381416.0,70923215.0,179950938.0,163944324.0,5193611.0,6291.0,11721.0
23981,2022-07-16,33290266,675295,8866327.0,27381416.0,70923215.0,179967744.0,164002445.0,5233555.0,16806.0,58121.0
24009,2022-07-17,33301118,675350,8866327.0,27381416.0,70923215.0,179970424.0,164010943.0,5244352.0,2680.0,8498.0
24037,2022-07-18,33339815,675518,8866327.0,27381416.0,70923215.0,179975557.0,164020511.0,5282881.0,5133.0,9568.0
24065,2022-07-19,33397814,675871,8866327.0,27381416.0,70923215.0,180075726.0,164161063.0,5340527.0,100169.0,140552.0
24093,2022-07-20,33454294,676217,8866327.0,27381416.0,70923215.0,180082465.0,164173705.0,5396661.0,6739.0,12642.0
24121,2022-07-21,33505727,676486,8866327.0,27381416.0,70923215.0,180150716.0,164380283.0,5447825.0,68251.0,206578.0
24149,2022-07-22,33555526,676766,8866327.0,27381416.0,70923215.0,180171460.0,164430693.0,5497344.0,20744.0,50410.0
24177,2022-07-23,33581533,676927,8866327.0,27381416.0,70923215.0,180180461.0,164445385.0,5523190.0,9001.0,14692.0
24205,2022-07-24,33591356,676964,8866327.0,27381416.0,70923215.0,180194949.0,164487495.0,5532976.0,14488.0,42110.0
24233,2022-07-25,33621965,677143,8866327.0,27381416.0,70923215.0,180201745.0,164498320.0,5563406.0,6796.0,10825.0
24261,2022-07-26,33659879,677494,8866327.0,27381416.0,70923215.0,180260760.0,164578448.0,5600969.0,59015.0,80128.0
24289,2022-07-27,33704393,677804,8866327.0,27381416.0,70923215.0,180266136.0,164591978.0,5645173.0,5376.0,13530.0
24317,2022-07-28,33748985,678069,8866327.0,27381416.0,70923215.0,179968669.0,165032097.0,5689500.0,-297467.0,440119.0
24345,2022-07-29,33790698,678313,8866327.0,27381416.0,70923215.0,179985496.0,165069449.0,5730969.0,16827.0,37352.0
24373,2022-07-30,33813587,678486,8866327.0,27381416.0,70923215.0,179995149.0,165094184.0,5753685.0,9653.0,24735.0
24401,2022-07-31,33833900,678514,8866327.0,27381416.0,70923215.0,179999772.0,165102771.0,5773970.0,4623.0,8587.0
24429,2022-08-01,33855964,678715,8866327.0,27381416.0,70923215.0,180164274.0,165216584.0,5795833.0,164502.0,113813.0
24457,2022-08-02,33890428,679010,8866327.0,27381416.0,70923215.0,180223956.0,165256869.0,5830002.0,59682.0,40285.0
24485,2022-08-03,33924061,679275,8866327.0,27381416.0,70923215.0,180238983.0,165287165.0,5863370.0,15027.0,30296.0
24513,2022-08-04,33964494,679536,8866327.0,27381416.0,70923215.0,180238983.0,165287165.0,5903542.0,0.0,0.0
24541,2022-08-05,33994470,679758,8866327.0,27381416.0,70923215.0,180296932.0,165382863.0,5933296.0,57949.0,95698.0
24569,2022-08-06,34011173,679939,8866327.0,27381416.0,70923215.0,180319548.0,165422885.0,5949818.0,22616.0,40022.0
24597,2022-08-07,34018371,679996,8866327.0,27381416.0,70923215.0,180395123.0,165430049.0,5956959.0,75575.0,7164.0
24625,2022-08-08,34035780,680166,8866327.0,27381416.0,70923215.0,180454229.0,165459479.0,5974198.0,59106.0,29430.0
24653,2022-08-09,34066000,680531,8866327.0,27381416.0,70923215.0,180474615.0,165560740.0,6004053.0,20386.0,101261.0
24681,2022-08-10,34096935,680786,8866327.0,27381416.0,70923215.0,180503880.0,165594502.0,6034733.0,29265.0,33762.0
24709,2022-08-11,34124579,681006,8866327.0,27381416.0,70923215.0,180551035.0,165653680.0,6062157.0,47155.0,59178.0
24737,2022-08-12,34148131,681253,8866327.0,27381416.0,70923215.0,180584780.0,165693466.0,6085462.0,33745.0,39786.0
24765,2022-08-13,34148131,681253,8866327.0,27381416.0,70923215.0,180600734.0,165719038.0,6085462.0,15954.0,25572.0
24793,2022-08-14,34148131,681253,8866327.0,27381416.0,70923215.0,180603530.0,165721597.0,6085462.0,2796.0,2559.0
24821,2022-08-15,34178240,681557,8866327.0,27381416.0,70923215.0,180622280.0,165753296.0,6115267.0,18750.0,31699.0
24849,2022-08-16,34201280,681763,8866327.0,27381416.0,70923215.0,180622280.0,165753296.0,6138101.0,0.0,0.0
24877,2022-08-17,34223207,682010,8866327.0,27381416.0,70923215.0,180622280.0,165753296.0,6159781.0,0.0,0.0
24905,2022-08-18,34245374,682216,8866327.0,27381416.0,70923215.0,180687845.0,165873179.0,6181742.0,65565.0,119883.0
24933,2022-08-19,34264237,682358,8866327.0,27381416.0,70923215.0,180699638.0,165886102.0,6200463.0,11793.0,12923.0
24961,2022-08-20,34264237,682358,8866327.0,27381416.0,70923215.0,180734811.0,165903258.0,6200463.0,35173.0,17156.0
24989,2022-08-21,34264237,682358,8866327.0,27381416.0,70923215.0,180746194.0,165906175.0,6200463.0,11383.0,2917.0
25017,2022-08-22,34264237,682358,8866327.0,27381416.0,70923215.0,180763474.0,165923419.0,6200463.0,17280.0,17244.0
25045,2022-08-23,34311323,682874,8866327.0,27381416.0,70923215.0,180888780.0,165955362.0,6247033.0,125306.0,31943.0
25073,2022-08-24,34329600,683076,8866327.0,27381416.0,70923215.0,180937471.0,165980386.0,6265108.0,48691.0,25024.0
25101,2022-08-25,34350639,683233,8866327.0,27381416.0,70923215.0,180954149.0,166000553.0,6285990.0,16678.0,20167.0
25129,2022-08-26,34368909,683397,8866327.0,27381416.0,70923215.0,180976222.0,166017932.0,6304096.0,22073.0,17379.0
25157,2022-08-27,34368909,683397,8866327.0,27381416.0,70923215.0,180984826.0,166030516.0,6304096.0,8604.0,12584.0
25185,2022-08-28,34368909,683397,8866327.0,27381416.0,70923215.0,180985211.0,166030686.0,6304096.0,385.0,170.0
25213,2022-08-29,34397205,683622,8866327.0,27381416.0,70923215.0,181052864.0,166183862.0,6332167.0,67653.0,153176.0
25241,2022-08-30,34414011,683851,8866327.0,27381416.0,70923215.0,181067631.0,166201895.0,6348744.0,14767.0,18033.0
25269,2022-08-31,34429853,683965,8866327.0,27381416.0,70923215.0,181101590.0,166255397.0,6364472.0,33959.0,53502.0
25297,2022-09-01,34429853,683965,8866327.0,27381416.0,70923215.0,181118016.0,166284710.0,6364472.0,16426.0,29313.0
25325,2022-09-02,34456145,684262,8866327.0,27381416.0,70923215.0,181133260.0,166295861.0,6390467.0,15244.0,11151.0
25353,2022-09-03,34456145,684262,8866327.0,27381416.0,70923215.0,181153172.0,166336880.0,6390467.0,19912.0,41019.0
25381,2022-09-04,34456145,684262,8866327.0,27381416.0,70923215.0,181157529.0,166343008.0,6390467.0,4357.0,6128.0
25409,2022-09-05,34477539,684425,8866327.0,27381416.0,70923215.0,181164596.0,166352548.0,6411698.0,7067.0,9540.0
25437,2022-09-06,34477539,684425,8866327.0,27381416.0,70923215.0,181192572.0,166383247.0,6411698.0,27976.0,30699.0
25465,2022-09-07,34477539,684425,8866327.0,27381416.0,70923215.0,181198536.0,166385574.0,6411698.0,5964.0,2327.0
25493,2022-09-08,34477539,684425,8866327.0,27381416.0,70923215.0,181206917.0,166395259.0,6411698.0,8381.0,9685.0
25521,2022-09-09,34516739,684813,8866327.0,27381416.0,70923215.0,181230129.0,166432251.0,6450510.0,23212.0,36992.0
25549,2022-09-10,34516739,684813,8866327.0,27381416.0,70923215.0,181237351.0,166445306.0,6450510.0,7222.0,13055.0
25577,2022-09-11,34516739,684813,8866327.0,27381416.0,70923215.0,181239258.0,166448767.0,6450510.0,1907.0,3461.0
25605,2022-09-12,34533957,684898,8866327.0,27381416.0,70923215.0,181247794.0,166462590.0,6467643.0,8536.0,13823.0
25633,2022-09-13,34544377,685002,8866327.0,27381416.0,70923215.0,181288386.0,166522900.0,6477959.0,40592.0,60310.0
25661,2022-09-14,34558902,685121,8866327.0,27381416.0,70923215.0,181308740.0,166559741.0,6492365.0,20354.0,36841.0
25689,2022-09-15,34568833,685203,8866327.0,27381416.0,70923215.0,181322176.0,166584678.0,6502214.0,13436.0,24937.0
25717,2022-09-16,34568833,685203,8866327.0,27381416.0,70923215.0,181336524.0,166605596.0,6502214.0,14348.0,20918.0
25745,2022-09-17,34568833,685203,8866327.0,27381416.0,70923215.0,181351495.0,166634792.0,6502214.0,14971.0,29196.0
25773,2022-09-18,34568833,685203,8866327.0,27381416.0,70923215.0,181356649.0,166642422.0,6502214.0,5154.0,7630.0
25801,2022-09-19,34592027,685428,8866327.0,27381416.0,70923215.0,181366505.0,166657545.0,6525183.0,9856.0,15123.0
25829,2022-09-20,34592027,685428,8866327.0,27381416.0,70923215.0,181374828.0,166673728.0,6525183.0,8323.0,16183.0
25857,2022-09-21,34592027,685428,8866327.0,27381416.0,70923215.0,181393641.0,166714386.0,6525183.0,18813.0,40658.0
25885,2022-09-22,34616655,685677,8866327.0,27381416.0,70923215.0,181393641.0,166714386.0,6549562.0,0.0,0.0
25913,2022-09-23,34624427,685750,8866327.0,27381416.0,70923215.0,181423590.0,166762883.0,6557261.0,29949.0,48497.0
25941,2022-09-24,34624427,685750,8866327.0,27381416.0,70923215.0,181431965.0,166777963.0,6557261.0,8375.0,15080.0
25969,2022-09-25,34624427,685750,8866327.0,27381416.0,70923215.0,181434522.0,166783607.0,6557261.0,2557.0,5644.0
25997,2022-09-26,34638288,685835,8866327.0,27381416.0,70923215.0,181869728.0,166791696.0,6571037.0,435206.0,8089.0
26025,2022-09-27,34638288,685835,8866327.0,27381416.0,70923215.0,181878901.0,166805685.0,6571037.0,9173.0,13989.0
26053,2022-09-28,34654190,685927,8866327.0,27381416.0,70923215.0,181878901.0,166805685.0,6586847.0,0.0,0.0
26081,2022-09-29,34654190,685927,8866327.0,27381416.0,70923215.0,181889144.0,166818041.0,6586847.0,10243.0,12356.0
26109,2022-09-30,34672524,686036,8866327.0,27381416.0,70923215.0,181889144.0,166818041.0,6605072.0,0.0,0.0
26137,2022-10-01,34672524,686036,8866327.0,27381416.0,70923215.0,181889144.0,166818041.0,6605072.0,0.0,0.0
26165,2022-10-02,34672524,686036,8866327.0,27381416.0,70923215.0,181889144.0,166818041.0,6605072.0,0.0,0.0
26193,2022-10-03,34684529,686371,8866327.0,27381416.0,70923215.0,181889144.0,166818041.0,6616742.0,0.0,0.0
26221,2022-10-04,34684529,686371,8866327.0,27381416.0,70923215.0,181889144.0,166818041.0,6616742.0,0.0,0.0
26249,2022-10-05,34699017,686573,8866327.0,27381416.0,70923215.0,181889144.0,166818041.0,6631028.0,0.0,0.0
26277,2022-10-06,34707233,686706,8866327.0,27381416.0,70923215.0,181889144.0,166818041.0,6639111.0,0.0,0.0
26305,2022-10-07,34707233,686706,8866327.0,27381416.0,70923215.0,181941636.0,166873011.0,6639111.0,52492.0,54970.0
26333,2022-10-08,34707233,686706,8866327.0,27381416.0,70923215.0,181941636.0,166873242.0,6639111.0,0.0,231.0
26361,2022-10-09,34707233,686706,8866327.0,27381416.0,70923215.0,181941636.0,166873271.0,6639111.0,0.0,29.0
26389,2022-10-10,34724189,686877,8866327.0,27381416.0,70923215.0,181942206.0,166873680.0,6655896.0,570.0,409.0
26417,2022-10-11,34731539,686963,8866327.0,27381416.0,70923215.0,181942206.0,166873894.0,6663160.0,0.0,214.0
26445,2022-10-12,34731539,686963,8866327.0,27381416.0,70923215.0,181942206.0,166874180.0,6663160.0,0.0,286.0
