epidemiological_week,date,order_for_place,state,city,city_ibge_code,place_type,last_available_confirmed,last_available_confirmed_per_100k_inhabitants,new_confirmed,last_available_deaths,new_deaths,last_available_death_rate,estimated_population,is_last,is_repeated
202103,2021-01-19,299,PB,Campina Grande,2504009,city,16426,3988.76173,54,486,5,0.0296,411807,False,False
202103,2021-01-20,300,PB,Campina Grande,2504009,city,16489,4004.06015,63,491,5,0.0298,411807,False,False
202103,2021-01-21,301,PB,Campina Grande,2504009,city,16584,4027.12921,95,493,2,0.0297,411807,False,False
202103,2021-01-22,302,PB,Campina Grande,2504009,city,16664,4046.55579,80,496,3,0.0298,411807,False,False
202103,2021-01-23,303,PB,Campina Grande,2504009,city,16757,4069.13918,93,500,4,0.0298,411807,False,False
202104,2021-01-24,304,PB,Campina Grande,2504009,city,16803,4080.30947,46,502,2,0.0299,411807,False,False
202104,2021-01-25,305,PB,Campina Grande,2504009,city,16922,4109.2065,119,503,1,0.0297,411807,False,False
202104,2021-01-26,306,PB,Campina Grande,2504009,city,16939,4113.33464,17,503,0,0.0297,411807,False,False
202104,2021-01-27,307,PB,Campina Grande,2504009,city,17019,4132.76122,80,504,1,0.0296,411807,False,False
202104,2021-01-28,308,PB,Campina Grande,2504009,city,17098,4151.94496,79,505,1,0.0295,411807,False,False
202104,2021-01-29,309,PB,Campina Grande,2504009,city,17171,4169.67172,73,506,1,0.0295,411807,False,False
202104,2021-01-30,310,PB,Campina Grande,2504009,city,17218,4181.08483,47,509,3,0.0296,411807,False,False
202105,2021-01-31,311,PB,Campina Grande,2504009,city,17302,4201.48273,84,512,3,0.0296,411807,False,False
202105,2021-02-01,312,PB,Campina Grande,2504009,city,17346,4212.16735,44,514,2,0.0296,411807,False,False
202105,2021-02-02,313,PB,Campina Grande,2504009,city,17487,4246.40669,141,517,3,0.0296,411807,False,False
202105,2021-02-03,314,PB,Campina Grande,2504009,city,17548,4261.21945,61,520,3,0.0296,411807,False,False
202105,2021-02-04,315,PB,Campina Grande,2504009,city,17572,4267.04743,24,521,1,0.0296,411807,False,False
202105,2021-02-05,316,PB,Campina Grande,2504009,city,17666,4289.87365,94,524,3,0.0297,411807,False,False
202105,2021-02-06,317,PB,Campina Grande,2504009,city,17746,4309.30023,80,528,4,0.0298,411807,False,False
202106,2021-02-07,318,PB,Campina Grande,2504009,city,17787,4319.25635,41,530,2,0.0298,411807,False,False
202106,2021-02-08,319,PB,Campina Grande,2504009,city,17929,4353.73852,142,530,0,0.0296,411807,False,False
202106,2021-02-09,320,PB,Campina Grande,2504009,city,18123,4400.84797,194,531,1,0.0293,411807,False,False
202106,2021-02-10,321,PB,Campina Grande,2504009,city,18202,4420.03171,79,532,1,0.0292,411807,False,False
202106,2021-02-11,322,PB,Campina Grande,2504009,city,18257,4433.38748,55,534,2,0.0292,411807,False,False
202106,2021-02-12,323,PB,Campina Grande,2504009,city,18347,4455.24238,90,537,3,0.0293,411807,False,False
202106,2021-02-13,324,PB,Campina Grande,2504009,city,18448,4479.76844,101,540,3,0.0293,411807,False,False
202107,2021-02-14,325,PB,Campina Grande,2504009,city,18498,4491.91005,50,542,2,0.0293,411807,False,False
202107,2021-02-15,326,PB,Campina Grande,2504009,city,18615,4520.32141,117,543,1,0.0292,411807,False,False
202107,2021-02-16,327,PB,Campina Grande,2504009,city,18677,4535.37701,62,547,4,0.0293,411807,False,False
202107,2021-02-17,328,PB,Campina Grande,2504009,city,18765,4556.74624,88,549,2,0.0293,411807,False,False
202107,2021-02-18,329,PB,Campina Grande,2504009,city,18898,4589.04293,133,551,2,0.0292,411807,False,False
202107,2021-02-19,330,PB,Campina Grande,2504009,city,19047,4625.22492,149,556,5,0.0292,411807,False,False
202107,2021-02-20,331,PB,Campina Grande,2504009,city,19205,4663.59241,158,559,3,0.0291,411807,False,False
202108,2021-02-21,332,PB,Campina Grande,2504009,city,19263,4677.67668,58,560,1,0.0291,411807,False,False
202108,2021-02-22,333,PB,Campina Grande,2504009,city,19451,4723.32913,188,562,2,0.0289,411807,False,False
202108,2021-02-23,334,PB,Campina Grande,2504009,city,19596,4758.5398,145,562,0,0.0287,411807,False,False
202108,2021-02-24,335,PB,Campina Grande,2504009,city,19864,4823.61883,268,562,0,0.0283,411807,False,False
202108,2021-02-25,336,PB,Campina Grande,2504009,city,20014,4860.04366,150,563,1,0.0281,411807,False,False
202108,2021-02-26,337,PB,Campina Grande,2504009,city,20160,4895.49716,146,565,2,0.028,411807,False,False
202108,2021-02-27,338,PB,Campina Grande,2504009,city,20294,4928.03668,134,566,1,0.0279,411807,False,False
202109,2021-02-28,339,PB,Campina Grande,2504009,city,20435,4962.27602,141,568,2,0.0278,411807,False,False
202109,2021-03-01,340,PB,Campina Grande,2504009,city,20515,4981.70259,80,568,0,0.0277,411807,False,False
202109,2021-03-02,341,PB,Campina Grande,2504009,city,20646,5013.51361,131,570,2,0.0276,411807,False,False
202109,2021-03-03,342,PB,Campina Grande,2504009,city,20646,5013.51361,0,570,0,0.0276,411807,False,False
202109,2021-03-04,343,PB,Campina Grande,2504009,city,20847,5062.32288,201,578,8,0.0277,411807,False,False
202109,2021-03-05,344,PB,Campina Grande,2504009,city,20847,5062.32288,0,578,0,0.0277,411807,False,False
202109,2021-03-06,345,PB,Campina Grande,2504009,city,21043,5109.918,196,581,3,0.0276,411807,False,False
202110,2021-03-07,346,PB,Campina Grande,2504009,city,21134,5132.01573,91,585,4,0.0277,411807,False,False
202110,2021-03-08,347,PB,Campina Grande,2504009,city,21274,5166.01223,140,590,5,0.0277,411807,False,False
202110,2021-03-09,348,PB,Campina Grande,2504009,city,21386,5193.20944,112,591,1,0.0276,411807,False,False
202110,2021-03-10,349,PB,Campina Grande,2504009,city,21498,5220.40665,112,595,4,0.0277,411807,False,False
202110,2021-03-11,350,PB,Campina Grande,2504009,city,21647,5256.58864,149,598,3,0.0276,411807,False,False
202110,2021-03-12,351,PB,Campina Grande,2504009,city,21758,5283.54302,111,599,1,0.0275,411807,False,False
202110,2021-03-13,352,PB,Campina Grande,2504009,city,21864,5309.28323,106,601,2,0.0275,411807,False,False
202111,2021-03-14,353,PB,Campina Grande,2504009,city,21959,5332.35229,95,609,8,0.0277,411807,False,False
202111,2021-03-15,354,PB,Campina Grande,2504009,city,22108,5368.53429,149,613,4,0.0277,411807,False,False
202111,2021-03-16,355,PB,Campina Grande,2504009,city,22188,5387.96087,80,616,3,0.0278,411807,False,False
202111,2021-03-17,356,PB,Campina Grande,2504009,city,22188,5387.96087,0,616,0,0.0278,411807,False,True
202111,2021-03-18,357,PB,Campina Grande,2504009,city,22328,5421.95737,140,623,7,0.0279,411807,False,False
202111,2021-03-19,358,PB,Campina Grande,2504009,city,22407,5441.14112,79,626,3,0.0279,411807,False,False
202111,2021-03-20,359,PB,Campina Grande,2504009,city,22502,5464.21018,95,631,5,0.028,411807,False,False
202112,2021-03-21,360,PB,Campina Grande,2504009,city,22569,5480.47993,67,634,3,0.0281,411807,False,False
202112,2021-03-22,361,PB,Campina Grande,2504009,city,22663,5503.30616,94,635,1,0.028,411807,False,False
202112,2021-03-23,362,PB,Campina Grande,2504009,city,22706,5513.74795,43,637,2,0.0281,411807,False,False
202112,2021-03-24,363,PB,Campina Grande,2504009,city,22795,5535.36001,89,638,1,0.028,411807,False,False
202112,2021-03-25,364,PB,Campina Grande,2504009,city,22941,5570.81351,146,642,4,0.028,411807,False,False
202112,2021-03-26,365,PB,Campina Grande,2504009,city,23078,5604.08152,137,644,2,0.0279,411807,False,False
202112,2021-03-27,366,PB,Campina Grande,2504009,city,23209,5635.89254,131,652,8,0.0281,411807,False,False
202113,2021-03-28,367,PB,Campina Grande,2504009,city,23338,5667.2179,129,655,3,0.0281,411807,False,False
202113,2021-03-29,368,PB,Campina Grande,2504009,city,23448,5693.92944,110,658,3,0.0281,411807,False,False
202113,2021-03-30,369,PB,Campina Grande,2504009,city,23569,5723.31213,121,662,4,0.0281,411807,False,False
202113,2021-03-31,370,PB,Campina Grande,2504009,city,23682,5750.75217,113,672,10,0.0284,411807,False,False
202113,2021-04-01,371,PB,Campina Grande,2504009,city,23800,5779.40637,118,675,3,0.0284,411807,False,False
202113,2021-04-02,372,PB,Campina Grande,2504009,city,23943,5814.13138,143,682,7,0.0285,411807,False,False
202113,2021-04-03,373,PB,Campina Grande,2504009,city,24011,5830.64397,68,687,5,0.0286,411807,False,False
202114,2021-04-04,374,PB,Campina Grande,2504009,city,24151,5864.64047,140,691,4,0.0286,411807,False,False
202114,2021-04-05,375,PB,Campina Grande,2504009,city,24151,5864.64047,0,691,0,0.0286,411807,False,True
202114,2021-04-06,376,PB,Campina Grande,2504009,city,24356,5914.42108,205,696,5,0.0286,411807,False,False
202114,2021-04-07,377,PB,Campina Grande,2504009,city,24356,5914.42108,0,696,0,0.0286,411807,False,True
202114,2021-04-08,378,PB,Campina Grande,2504009,city,24750,6010.09696,394,701,5,0.0283,411807,False,False
202114,2021-04-09,379,PB,Campina Grande,2504009,city,24838,6031.4662,88,702,1,0.0283,411807,False,False
202114,2021-04-10,380,PB,Campina Grande,2504009,city,24902,6047.00746,64,709,7,0.0285,411807,False,False
202115,2021-04-11,381,PB,Campina Grande,2504009,city,24952,6059.14907,50,711,2,0.0285,411807,False,False
202115,2021-04-12,382,PB,Campina Grande,2504009,city,25085,6091.44575,133,715,4,0.0285,411807,False,False
202115,2021-04-13,383,PB,Campina Grande,2504009,city,25193,6117.67163,108,719,4,0.0285,411807,False,False
202115,2021-04-14,384,PB,Campina Grande,2504009,city,25257,6133.21289,64,722,3,0.0286,411807,False,False
202115,2021-04-15,385,PB,Campina Grande,2504009,city,25405,6169.15205,148,725,3,0.0285,411807,False,False
202115,2021-04-16,386,PB,Campina Grande,2504009,city,25492,6190.27846,87,727,2,0.0285,411807,False,False
202115,2021-04-17,387,PB,Campina Grande,2504009,city,25589,6213.83318,97,730,3,0.0285,411807,False,False
202116,2021-04-18,388,PB,Campina Grande,2504009,city,25674,6234.47392,85,731,1,0.0285,411807,False,False
202116,2021-04-19,389,PB,Campina Grande,2504009,city,25718,6245.15853,44,733,2,0.0285,411807,False,False
202116,2021-04-20,390,PB,Campina Grande,2504009,city,25793,6263.37095,75,738,5,0.0286,411807,False,False
202116,2021-04-21,391,PB,Campina Grande,2504009,city,25955,6302.70976,162,742,4,0.0286,411807,False,False
202116,2021-04-22,392,PB,Campina Grande,2504009,city,25955,6302.70976,0,742,0,0.0286,411807,False,True
202116,2021-04-23,393,PB,Campina Grande,2504009,city,26207,6363.90348,252,751,9,0.0287,411807,False,False
202116,2021-04-24,394,PB,Campina Grande,2504009,city,26273,6379.9304,66,753,2,0.0287,411807,False,False
202117,2021-04-25,395,PB,Campina Grande,2504009,city,26338,6395.7145,65,758,5,0.0288,411807,False,False
202117,2021-04-26,396,PB,Campina Grande,2504009,city,26442,6420.96905,104,763,5,0.0289,411807,False,False
202117,2021-04-27,397,PB,Campina Grande,2504009,city,26494,6433.59632,52,767,4,0.0289,411807,False,False
202117,2021-04-28,398,PB,Campina Grande,2504009,city,26545,6445.98076,51,770,3,0.029,411807,False,False
202117,2021-04-29,399,PB,Campina Grande,2504009,city,26624,6465.16451,79,771,1,0.029,411807,False,False
202117,2021-04-30,400,PB,Campina Grande,2504009,city,26733,6491.63322,109,773,2,0.0289,411807,False,False
202117,2021-05-01,401,PB,Campina Grande,2504009,city,26792,6505.96032,59,775,2,0.0289,411807,False,False
202118,2021-05-02,402,PB,Campina Grande,2504009,city,26840,6517.61626,48,776,1,0.0289,411807,False,False
202118,2021-05-03,403,PB,Campina Grande,2504009,city,26906,6533.64319,66,779,3,0.029,411807,False,False
202118,2021-05-04,404,PB,Campina Grande,2504009,city,26968,6548.69878,62,778,-1,0.0288,411807,False,False
202118,2021-05-05,405,PB,Campina Grande,2504009,city,26998,6555.98375,30,778,0,0.0288,411807,False,False
202118,2021-05-06,406,PB,Campina Grande,2504009,city,27055,6569.82519,57,779,1,0.0288,411807,False,False
202118,2021-05-07,407,PB,Campina Grande,2504009,city,27121,6585.85211,66,784,5,0.0289,411807,False,False
202118,2021-05-08,408,PB,Campina Grande,2504009,city,27221,6610.13533,100,787,3,0.0289,411807,False,False
202119,2021-05-09,409,PB,Campina Grande,2504009,city,27272,6622.51977,51,793,6,0.0291,411807,False,False
202119,2021-05-10,410,PB,Campina Grande,2504009,city,27304,6630.2904,32,797,4,0.0292,411807,False,False
202119,2021-05-11,411,PB,Campina Grande,2504009,city,27335,6637.8182,31,802,5,0.0293,411807,False,False
202119,2021-05-12,412,PB,Campina Grande,2504009,city,27391,6651.4168,56,811,9,0.0296,411807,False,False
202119,2021-05-13,413,PB,Campina Grande,2504009,city,27443,6664.04408,52,819,8,0.0298,411807,False,False
202119,2021-05-14,414,PB,Campina Grande,2504009,city,27443,6664.04408,0,819,0,0.0298,411807,False,True
202119,2021-05-15,415,PB,Campina Grande,2504009,city,27654,6715.28167,211,833,14,0.0301,411807,False,False
202120,2021-05-16,416,PB,Campina Grande,2504009,city,27737,6735.43675,83,834,1,0.0301,411807,False,False
202120,2021-05-17,417,PB,Campina Grande,2504009,city,27827,6757.29164,90,844,10,0.0303,411807,False,False
202120,2021-05-18,418,PB,Campina Grande,2504009,city,27905,6776.23256,78,847,3,0.0304,411807,False,False
202120,2021-05-19,419,PB,Campina Grande,2504009,city,27945,6785.94584,40,848,1,0.0303,411807,False,False
202120,2021-05-20,420,PB,Campina Grande,2504009,city,28063,6814.60004,118,850,2,0.0303,411807,False,False
202120,2021-05-21,421,PB,Campina Grande,2504009,city,28122,6828.92714,59,855,5,0.0304,411807,False,False
202120,2021-05-22,422,PB,Campina Grande,2504009,city,28221,6852.96753,99,858,3,0.0304,411807,False,False
202121,2021-05-23,423,PB,Campina Grande,2504009,city,28295,6870.93711,74,859,1,0.0304,411807,False,False
202121,2021-05-24,424,PB,Campina Grande,2504009,city,28381,6891.82068,86,863,4,0.0304,411807,False,False
202121,2021-05-25,425,PB,Campina Grande,2504009,city,28480,6915.86107,99,865,2,0.0304,411807,False,False
202121,2021-05-26,426,PB,Campina Grande,2504009,city,28661,6959.8137,181,869,4,0.0303,411807,False,False
202121,2021-05-27,427,PB,Campina Grande,2504009,city,28745,6980.2116,84,873,4,0.0304,411807,False,False
202121,2021-05-28,428,PB,Campina Grande,2504009,city,28966,7033.87752,221,878,5,0.0303,411807,False,False
202121,2021-05-29,429,PB,Campina Grande,2504009,city,29080,7061.56039,114,880,2,0.0303,411807,False,False
202122,2021-05-30,430,PB,Campina Grande,2504009,city,29162,7081.47263,82,887,7,0.0304,411807,False,False
202122,2021-05-31,431,PB,Campina Grande,2504009,city,29294,7113.52648,132,892,5,0.0304,411807,False,False
202122,2021-06-01,432,PB,Campina Grande,2504009,city,29465,7155.05079,171,896,4,0.0304,411807,False,False
202122,2021-06-02,433,PB,Campina Grande,2504009,city,29633,7195.8466,168,901,5,0.0304,411807,False,False
202122,2021-06-03,434,PB,Campina Grande,2504009,city,29951,7273.06724,318,904,3,0.0302,411807,False,False
202122,2021-06-04,435,PB,Campina Grande,2504009,city,30207,7335.23228,256,907,3,0.03,411807,False,False
202122,2021-06-05,436,PB,Campina Grande,2504009,city,30468,7398.61149,261,914,7,0.03,411807,False,False
202123,2021-06-06,437,PB,Campina Grande,2504009,city,30698,7454.46289,230,920,6,0.03,411807,False,False
202123,2021-06-07,438,PB,Campina Grande,2504009,city,30936,7512.25696,238,922,2,0.0298,411807,False,False
202123,2021-06-08,439,PB,Campina Grande,2504009,city,31021,7532.89769,85,923,1,0.0298,411807,False,False
202123,2021-06-09,440,PB,Campina Grande,2504009,city,31118,7556.45242,97,928,5,0.0298,411807,False,False
202123,2021-06-10,441,PB,Campina Grande,2504009,city,31725,7703.85156,607,936,8,0.0295,411807,False,False
202123,2021-06-11,442,PB,Campina Grande,2504009,city,32006,7772.08741,281,943,7,0.0295,411807,False,False
202123,2021-06-12,443,PB,Campina Grande,2504009,city,32006,7772.08741,0,943,0,0.0295,411807,False,True
202124,2021-06-13,444,PB,Campina Grande,2504009,city,32478,7886.70421,472,954,11,0.0294,411807,False,False
202124,2021-06-14,445,PB,Campina Grande,2504009,city,32847,7976.30929,369,963,9,0.0293,411807,False,False
202124,2021-06-15,446,PB,Campina Grande,2504009,city,33109,8039.93133,262,966,3,0.0292,411807,False,False
202124,2021-06-16,447,PB,Campina Grande,2504009,city,33371,8103.55336,262,969,3,0.029,411807,False,False
202124,2021-06-17,448,PB,Campina Grande,2504009,city,33371,8103.55336,0,969,0,0.029,411807,False,True
202124,2021-06-18,449,PB,Campina Grande,2504009,city,33666,8175.18886,295,972,3,0.0289,411807,False,False
202124,2021-06-19,450,PB,Campina Grande,2504009,city,34214,8308.26091,548,978,6,0.0286,411807,False,False
202125,2021-06-20,451,PB,Campina Grande,2504009,city,34496,8376.73959,282,984,6,0.0285,411807,False,False
202125,2021-06-21,452,PB,Campina Grande,2504009,city,34639,8411.46459,143,987,3,0.0285,411807,False,False
202125,2021-06-22,453,PB,Campina Grande,2504009,city,34836,8459.30254,197,990,3,0.0284,411807,False,False
202125,2021-06-23,454,PB,Campina Grande,2504009,city,35106,8524.86723,270,991,1,0.0282,411807,False,False
202125,2021-06-24,455,PB,Campina Grande,2504009,city,35309,8574.16217,203,994,3,0.0282,411807,False,False
202125,2021-06-25,456,PB,Campina Grande,2504009,city,35652,8657.45361,343,997,3,0.028,411807,False,False
202125,2021-06-26,457,PB,Campina Grande,2504009,city,35971,8734.91708,319,999,2,0.0278,411807,False,False
202126,2021-06-27,458,PB,Campina Grande,2504009,city,36307,8816.5087,336,1002,3,0.0276,411807,False,False
202126,2021-06-28,459,PB,Campina Grande,2504009,city,36513,8866.53214,206,1003,1,0.0275,411807,False,False
202126,2021-06-29,460,PB,Campina Grande,2504009,city,36885,8956.86572,372,1007,4,0.0273,411807,False,False
202126,2021-06-30,461,PB,Campina Grande,2504009,city,37074,9002.761,189,1008,1,0.0272,411807,False,False
202126,2021-07-01,462,PB,Campina Grande,2504009,city,37159,9023.40174,85,1010,2,0.0272,411807,False,False
